Group;No.;Compounds;SMILES;RI
Train;m718;Flufenacet;c1(N(C(=O)COc2sc(nn2)C(F)(F)F)C(C)C)ccc(cc1)F;668.47
Train;m719;Flufenoxuron;c1(C(=O)NC(=O)Nc2c(cc(cc2)Oc2c(cc(cc2)C(F)(F)F)Cl)F)c(cccc1F)F;882.28
Train;m720;Flufenzine (Diflovidazin);c1(c2c(F)cccc2F)nnc(nn1)c1c(Cl)cccc1;723.45
Train;m721;Flumazenil;n12c3c(C(=O)N(Cc1c(nc2)C(=O)OCC)C)cc(cc3)F;361.49
Train;m722;Flumequine;c12c3c(=O)c(cn1C(CCc2cc(c3)F)C)C(=O)O;469.93
Train;m723;Flumethrin;C1(C(C1(C)C)/C=C(/c1ccc(cc1)Cl)\Cl)C(=O)OC(c1cc(Oc2ccccc2)c(cc1)F)C#N;958.65
Train;m724;Flumetsulam;c1(S(=O)(=O)Nc2c(F)cccc2F)nc2n(n1)ccc(n2)C;269.1
Test;m725;Flumioxazin;N1(c2cc3N(C(=O)COc3cc2F)CC#C)C(=O)C2=C(C1=O)CCCC2;566.91
Train;m726;Flunitrazepam;Fc1c(C2=NCC(=O)N(c3c2cc(N(O)O)cc3)C)cccc1;498.18
Test;m727;Flunixin;FC(F)(F)c1c(c(Nc2ncccc2C(=O)O)ccc1)C;594.4
Train;m728;Fluometuron;c1(cc(ccc1)C(F)(F)F)NC(=O)N(C)C;499.71
Test;m729;Fluoroglycofen-ethyl;c1(c(ccc(c1)Oc1c(cc(C(F)(F)F)cc1)Cl)N(O)O)C(=O)OCC(=O)OCC;794.47
Train;m730;Fluoxastrobin;C(=N\OC)(/C1=NOCCO1)\c1c(Oc2c(c(ncn2)Oc2c(Cl)cccc2)F)cccc1;660.07
Train;m731;Fluoxetine;C(c1ccccc1)(Oc1ccc(cc1)C(F)(F)F)CCNC;556.98
Train;m732;Flupentixol;S1c2c(/C(=C\CCN3CCN(CC3)CCO)/c3c1cccc3)cc(C(F)(F)F)cc2;678.4
Train;m733;Fluphenazine;c12N(c3c(Sc1ccc(c2)C(F)(F)F)cccc3)CCCN1CCN(CC1)CCO;658.54
Train;m734;Flupirtine;c1(c(nc(cc1)NCc1ccc(cc1)F)N)NC(=O)OCC;441.67
Train;m735;Fluquinconazole;n1(c(n2cncn2)nc2c(c1=O)cc(cc2)F)c1c(cc(cc1)Cl)Cl;667.71
Train;m736;Flurazepam;Clc1cc2c(N(C(=O)CN=C2c2c(F)cccc2)CCN(CC)CC)cc1;405.02
Test;m737;Fluridone;Cn1cc(c2cccc(c2)C(F)(F)F)c(=O)c(c1)c1ccccc1;573.78
Train;m738;Flurochloridone;ClCC1CN(C(=O)C1Cl)c1cccc(c1)C(F)(F)F;651.67
Train;m739;Fluroxypyr;Clc1c(N)c(Cl)c(F)nc1OCC(=O)O;314.91
Train;m740;Flurprimidol;C(c1ccc(cc1)OC(F)(F)F)(c1cncnc1)(C(C)C)O;634.87
Train;m741;Flurtamone;C1(=C(OC(C1=O)c1ccccc1)NC)c1cc(ccc1)C(F)(F)F;598.22
Test;m742;Flusilazole;[Si](c1ccc(cc1)F)(c1ccc(cc1)F)(Cn1cncn1)C;700.54
Test;m743;Fluspirilen;C12(N(c3ccccc3)CNC1=O)CCN(CC2)CCCC(c1ccc(cc1)F)c1ccc(cc1)F;602.03
Train;m744;Flutolanil;FC(F)(F)c1c(C(=O)Nc2cc(OC(C)C)ccc2)cccc1;627.23
Train;m745;Flutriafol;Fc1c(C(O)(c2ccc(F)cc2)Cn2ncnc2)cccc1;520.33
Train;m746;Fluvalinate (tau-);C(=O)([C@H](Nc1c(cc(cc1)C(F)(F)F)Cl)C(C)C)OC(c1cc(ccc1)Oc1ccccc1)C#N;930.39
Test;m747;Fluvastatin;c1(c2c(n(c1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C(C)C)cccc2)c1ccc(cc1)F;735.67
Test;m748;Fluvoxamine;c1(/C(=N/OCCN)/CCCCOC)ccc(cc1)C(F)(F)F;532.55
Train;m749;Fomesafen;Clc1cc(ccc1Oc1ccc(c(c1)C(=O)NS(=O)(=O)C)N(=O)=O)C(F)(F)F;588.29
Train;m750;Fonofos;S(P(=S)(OCC)CC)c1ccccc1;744.07
Train;m751;Forchlorfenuron;N(C(=O)Nc1ccccc1)c1cc(ncc1)Cl;551.64
Train;m752;Formetanate;c1(cc(ccc1)/N=C\N(C)C)OC(=O)NC;140.04
Train;m753;Fosthiazate;S(P(=O)(OCC)N1C(=O)SCC1)C(CC)C;490.55
Train;m754;Fuberidazole;c1(nc2c([nH]1)cccc2)c1occc1;395.09
Train;m755;Furalaxyl;N(c1c(cccc1C)C)(C(=O)c1ccco1)C(C(=O)OC)C;586.76
Test;m756;Furathiocarb;S(N(C(=O)Oc1c2OC(Cc2ccc1)(C)C)C)N(C(=O)OCCCC)C;823.48
Train;m757;Furazolidone;c1(oc(cc1)N(O)O)/C=N/N1C(=O)OCC1;220.22
Train;m758;Furilazole;ClC(Cl)C(=O)N1C(OC(C1)c1occc1)(C)C;505.06
Train;m759;Gabapentin;O=C(O)CC1(CCCCC1)CN;188.92
Train;m760;Galantamine;[C@H]1(C[C@@H]2Oc3c4[C@@]2(C=C1)CCN(Cc4ccc3OC)C)O;128.59
Test;m761;Gallopamil;C(c1cc(c(c(c1)OC)OC)OC)(CCCN(CCc1cc(c(cc1)OC)OC)C)(C(C)C)C#N;449.31
Train;m762;Gibberellic acid;O1[C@@]23[C@H]([C@@H]([C@]45[C@H]2CC[C@](O)(C4)C(=C)C5)C(=O)O)[C@](C1=O)([C@@H](O)C=C3)C;275.21
Train;m763;Glaphenine peak 1 (major);c12c(Nc3c(C(=O)OCC(CO)O)cccc3)ccnc1cc(cc2)Cl;406.55
Train;m764;Glibenclamide;c1(c(ccc(c1)Cl)OC)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1;662.36
Train;m765;Glibornuride;[C@]12(C([C@@H]([C@@H]([C@@H]1O)NC(=O)NS(=O)(=O)c1ccc(cc1)C)CC2)(C)C)C;647.85
Train;m766;Glimepiride;N1(C(=O)C(=C(C1)C)CC)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)N[C@H]1CC[C@@H](CC1)C;716.58
Train;m767;Glipizide;c1(ccc(cc1)CCNC(=O)c1cnc(cn1)C)S(=O)(=O)NC(=O)NC1CCCCC1;519.56
Train;m768;Glufosinate;P(=O)(O)(CCC(N)C(=O)O)C;10.23
Train;m769;Griseofulvin;[C@]12(C(=O)c3c(O1)c(c(cc3OC)OC)Cl)C(=CC(=O)C[C@H]2C)OC;514.98
Train;m770;Guaifenesin;c1(c(cccc1)OC)OCC(CO)O;290.48
Train;m771;Guanabenz;c1(c(cccc1Cl)Cl)/C=N/NC(=N)N;328.66
Train;m772;Guanoxan;N=C(N)NCC1COc2ccccc2O1;249.24
Train;m773;Halcinonide;ClCC(=O)[C@]12OC(O[C@@H]2C[C@@H]2[C@@]1(C[C@H](O)[C@@]1(F)[C@H]2CCC2=CC(=O)CC[C@]12C)C)(C)C;728.8
Train;m774;Halfenprox;c1(cc(ccc1)COCC(c1ccc(cc1)OC(F)(F)Br)(C)C)Oc1ccccc1;989.95
Train;m775;Halofenozide;Clc1ccc(C(=O)NN(C(C)(C)C)C(=O)c2ccccc2)cc1;606.62
Train;m776;Halofuginone;c12c(ncn(c1=O)CC(=O)C[C@H]1[C@@H](CCCN1)O)cc(c(c2)Cl)Br;416.48
Test;m777;Haloperidol;c1(C2(CCN(CC2)CCCC(=O)c2ccc(cc2)F)O)ccc(cc1)Cl;448.55
Train;m778;Haloxyfop ethoxyethyl ester;c1(Oc2ccc(cc2)OC(C(=O)OCCOCC)C)c(cc(cn1)C(F)(F)F)Cl;828.07
Train;m779;Harmaline;O(c1cc2=NC3=C(NCCC3=c2cc1)C)C;286.66
Train;m780;Harman;c12c3c([nH]c1c(ncc2)C)cccc3;275.21
Train;m781;Harmine;c12c3c([nH]c1c(ncc2)C)cc(cc3)OC;308.04
Train;m782;Harpagoside;[C@H]12[C@]([C@@H](C[C@@]1(OC(=O)/C=C/c1ccccc1)C)O)(C=CO[C@H]2O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O;530.25
Train;m783;Heliotrine;O(C(=O)[C@@](O)([C@H](OC)C)C(C)C)CC1=CCN2[C@H]1[C@@H](O)CC2;226.33
Train;m784;Heptenophos;C12C(=C(C1C=CC2)Cl)OP(=O)(OC)OC;548.58
Train;m785;Heroin;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OC(=O)C)cc4)C=C[C@@H]2OC(=O)C;253.82
Train;m786;Hexaconazole;Clc1c(C(O)(Cn2ncnc2)CCCC)ccc(Cl)c1;754.76
Train;m787;Hexaflumuron;c1(C(=O)NC(=O)Nc2cc(c(c(c2)Cl)OC(C(F)F)(F)F)Cl)c(cccc1F)F;798.29
Train;m788;Hexazinone;O=c1nc(N(C)C)n(c(=O)n1C1CCCCC1)C;441.67
Train;m789;Hexobendine;O(c1c(OC)cc(cc1OC)C(=O)OCCCN(CCN(CCCOC(=O)c1cc(OC)c(OC)c(OC)c1)C)C)C;476.04
Train;m790;Hexythiazox;[C@H]1(c2ccc(cc2)Cl)[C@@H](N(C(=O)S1)C(=O)NC1CCCCC1)C;863.96
Train;m791;HHMA;Oc1cc(CC(NC)C)ccc1O;98.05
Train;m792;Histamine;NCCc1c[nH]cn1;20.92
Train;m793;Histapyrrodine;N(c1ccccc1)(Cc1ccccc1)CCN1CCCC1;449.31
Test;m794;Histidine;NC(Cc1c[nH]cn1)C(=O)O;-5.81
Test;m795;HMA;c1(c(ccc(c1)CC(N)C)OC)O;146.92
Test;m796;HMMA;O(c1cc(CC(NC)C)ccc1O)C;143.86
Train;m797;Homatropine;O([C@@H]1C[C@H]2N([C@@H](C1)CC2)C)C(=O)C(O)c1ccccc1;185.1
Test;m798;Hordenine;CN(CCc1ccc(cc1)O)C;74.37
Train;m799;HU-210;[C@H]12c3c(cc(cc3O)C(CCCCCC)(C)C)OC([C@@H]1CC=C(C2)CO)(C)C;933.45
Train;m800;Hydrocodone;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)CCC2=O;182.04
Test;m801;Hydrocortisone;[C@]12([C@@](C(=O)CO)(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)[C@H](C2)O)O)C;497.42
Train;m802;Hydrocortisone 21-acetate;[C@@]12([C@H]([C@H]3[C@H]([C@H](C2)O)[C@@]2(C(=CC(=O)CC2)CC3)C)CC[C@]1(O)C(=O)COC(=O)C)C;572.25
Train;m803;Hydromorphone;O1[C@@H]2[C@@]34[C@H]([C@H](N(CC4)C)Cc4c3c1c(O)cc4)CCC2=O;122.48
Test;m804;Hydroxyalprazolam;Clc1cc2c(n3c(nnc3C)C(O)N=C2c2ccccc2)cc1;496.66
Train;m805;Hydroxychloroquine;OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC;204.19
Train;m806;Hydroxycotinine;OC1C[C@H](N(C1=O)C)c1cccnc1;139.28
Train;m807;Hydroxyquetiapine;S1c2c(C(=Nc3c1cc(O)cc3)N1CCN(CC1)CCOCCO)cccc2;281.31
Train;m808;Hydroxyzine;C(N1CCN(CC1)CCOCCO)(c1ccc(cc1)Cl)c1ccccc1;532.55
Train;m809;Ibuprofen;c1(C(C(=O)O)C)ccc(cc1)CC(C)C;715.81
Train;m810;Imazalil;C=CCOC(c1ccc(cc1Cl)Cl)Cn1cncc1;594.4
Test;m811;Imazamethabenz-methyl;C1(=NC(C(=O)N1)(C(C)C)C)c1c(C(=O)OC)cc(cc1)C;447.02
Train;m812;Imazamox;O=C1NC(=NC1(C(C)C)C)c1ncc(cc1C(=O)O)COC;253.82
Train;m813;Imazapyr;C1(=NC(C(=O)N1)(C(C)C)C)c1c(cccn1)C(=O)O;213.35
Test;m814;Imazaquin;c1(C2=NC(C(=O)N2)(C(C)C)C)c(cc2c(n1)cccc2)C(=O)O;366.08
Test;m815;Imazethapyr;O=C1NC(=NC1(C(C)C)C)c1ncc(cc1C(=O)O)CC;327.9
Train;m816;Imazosulfuron;Clc1nc2n(c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1)cccc2;570.73
Test;m817;Imibenconazole;C(=N\c1c(cc(cc1)Cl)Cl)(\Cn1cncn1)/SCc1ccc(cc1)Cl;844.1
Train;m818;Imidocarb;O=C(Nc1c(C2=NCCN2)cccc1)Nc1c(C2=NCCN2)cccc1;188.92
Train;m819;Imipramine;CN(CCCN1c2ccccc2CCc2c1cccc2)C;517.27
Train;m820;Inabenfide;c1(c(NC(=O)c2ccncc2)ccc(c1)Cl)C(c1ccccc1)O;608.14
Train;m821;Indanazoline;c12c(NC3=NCCN3)cccc1CCC2;263.75
Test;m822;Indapamide;c1cc(cc(c1Cl)S(=O)(=O)N)C(=O)NN1C(Cc2ccccc12)C;405.02
Train;m823;Indinavir;c12[C@@H]([C@@H](Cc1cccc2)O)NC(=O)[C@H](Cc1ccccc1)C[C@@H](CN1[C@@H](CN(CC1)Cc1cccnc1)C(=O)NC(C)(C)C)O;647.85
Train;m824;Indomethacin;c12c(c(c(n1C(=O)c1ccc(cc1)Cl)C)CC(=O)O)cc(cc2)OC;686.03
Train;m825;Indoramin;O=C(NC1CCN(CCc2c3c([nH]c2)cccc3)CC1)c1ccccc1;310.33
Test;m826;Indoxacarb;Clc1cc2c(C3=NN(CO[C@]3(C2)C(=O)OC)C(=O)N(c2ccc(OC(F)(F)F)cc2)C(=O)OC)cc1;782.25
Test;m827;Iodofenphos (Jodfenphos);P(=S)(Oc1c(cc(c(c1)Cl)I)Cl)(OC)OC;866.25
Train;m828;Iopodic acid;Ic1c(/N=C/N(C)C)c(I)cc(I)c1CCC(=O)O;679.16
Train;m829;Ipratropium;O(C1CC2[N+](C(CC2)C1)(C(C)C)C)C(=O)C(CO)c1ccccc1;218.7
Train;m830;Iprindol;n1(c2c(c3c1CCCCCC3)cccc2)CCCN(C)C;607.38
Train;m831;Iprobenfos;P(=O)(SCc1ccccc1)(OC(C)C)OC(C)C;708.94
Test;m832;Iprodione;Clc1cc(N2C(=O)N(CC2=O)C(=O)NC(C)C)cc(Cl)c1;699.01
Train;m833;Iprovalicarb Peak 1;C(=O)(NC(c1ccc(cc1)C)C)[C@@H](NC(=O)OC(C)C)C(C)C;650.14
Test;m834;Irbesartan;O=C1N(Cc2ccc(c3ccccc3c3nnn[nH]3)cc2)C(=NC21CCCC2)CCCC;621.13
Train;m835;Irgarol;S(c1nc(nc(n1)NC(C)(C)C)NC1CC1)C;701.31
Train;m836;Isazophos;Clc1n(nc(OP(=S)(OCC)OCC)n1)C(C)C;653.96
Train;m837;Isoaminile Peak 1;N([C@@H](C[C@@](c1ccccc1)(C(C)C)C#N)C)(C)C;355.39
Train;m838;Isocarbamid (Azolamide);O=C1N(C(=O)NCC(C)C)CCN1;338.59
Test;m839;Isocarbophos;S=P(OC)(Oc1ccccc1C(=O)OC(C)C)N;535.6
Train;m840;Isoconazole;c1cc(c(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1)Cl;837.99
Train;m841;Isofenphos;S=P(Oc1c(C(=O)OC(C)C)cccc1)(OCC)NC(C)C;757.81
Train;m842;Isofenphos-methyl;c1ccc(c(c1)C(=O)OC(C)C)OP(=S)(NC(C)C)OC;789.89
Train;m843;Iso-LSD;c12c3C4=C[C@@H](CN([C@@H]4Cc1c[nH]c2ccc3)C)C(=O)O;327.13
Train;m844;Isoniazide;c1(C(=O)NN)ccncc1;66.74
Test;m845;Isoprocarb;c1(c(OC(=O)NC)cccc1)C(C)C;520.33
Test;m846;Isopropalin;N(c1c(N(O)O)cc(cc1N(O)O)C(C)C)(CCC)CCC;912.06
Train;m847;Isoproturon;O=C(N(C)C)Nc1ccc(cc1)C(C)C;535.6
Train;m848;Isothipendyl;S1c2c(N(c3c1cccc3)CC(N(C)C)C)nccc2;394.33
Train;m849;Isoxaben;o1nc(C(CC)(CC)C)cc1NC(=O)c1c(OC)cccc1OC;619.6
Train;m850;Isoxadifen-ethyl;C1(=NOC(C1)(c1ccccc1)c1ccccc1)C(=O)OCC;715.81
Train;m851;Isoxaflutole I;c1(C(=O)c2c(S(=O)(=O)C)cc(C(F)(F)F)cc2)c(C2CC2)onc1;376
Test;m852;Isoxathion;c1(c2ccccc2)cc(no1)OP(=S)(OCC)OCC;760.1
Train;m853;Isoxsuprine;c1(C(C(NC(COc2ccccc2)C)C)O)ccc(cc1)O;303.46
Train;m854;Isradipine;C1(c2c3c(ccc2)non3)C(=C(NC(=C1C(=O)OC)C)C)C(=O)OC(C)C;634.11
Train;m855;Ivermectin B1a ;[C@]12([C@@H]3OC/C/2=C\C=C\[C@@H]([C@H](O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O)OC)OC)/C(=C/C[C@@H]2C[C@H](OC(=O)[C@@H]1C=C([C@H]3O)C)C[C@]1(O2)O[C@@H]([C@H](CC1)C)[C@H](CC)C)/C)C)O;999.88
Train;m856;JWH-007;O=C(c1c(n(CCCCC)c2c1cccc2)C)c1c2c(ccc1)cccc2;865.48
Train;m857;JWH-015;c1cccc2c1c(c(n2CCC)C)C(=O)c1cccc2c1cccc2;779.19
Test;m858;JWH-018;O=C(c1c2c(n(CCCCC)c1)cccc2)c1c2c(ccc1)cccc2;847.92
Train;m859;JWH-018-Adamantoyl. AB-001;c1cccc2c1n(cc2C(=O)C12CC3CC(C1)CC(C2)C3)CCCCC;945.66
Train;m860;JWH-018-M-N-4-OH-Pentyl;O=C(c1cn(CCCC(O)C)c2c1cccc2)c1cccc2c1cccc2;670
Train;m861;JWH-019;C(=O)(c1cn(c2c1cccc2)CCCCCC)c1c2c(cccc2)ccc1;887.63
Train;m862;JWH-073 ?;O=C(c1c2c(n(CCCC)c1)cccc2)c1c2c(ccc1)cccc2;807.45
Train;m863;JWH-073-M-4-OH-Butyl;c12ccccc1c(cn2CCCC)C(=O)c1ccc(c2c1cccc2)C;630.29
Train;m864;JWH-073-M-N-Butanoic acid;c12ccccc1c(cn2CCCC(=O)O)C(=O)c1cccc2c1cccc2;612.73
Train;m865;JWH-081;C(=O)(c1cn(c2c1cccc2)CCCCC)c1ccc(c2ccccc12)OC;868.54
Train;m866;JWH-122;c1ccc2c(c1)c(cn2CCCCC)C(=O)c1c2c(c(cc1)C)cccc2;884.57
Train;m867;JWH-122-F-Pentyl;FCCCCCn1cc(c2c1cccc2)C(=O)c1ccc(c2c1cccc2)C;796.76
Train;m868;JWH-122-M-N-5-OH-Pentyl;O=C(c1ccc(C)c2c1cccc2)c1cn(CCCCCO)c2c1cccc2;712.76
Test;m869;JWH-147;C(=O)(c1cccc2ccccc12)c1cn(c(c1)c1ccccc1)CCCCCC;918.94
Train;m870;JWH-200;c12c(cn(c1cccc2)CCN1CCOCC1)C(=O)c1c2c(ccc1)cccc2;654.72
Train;m871;JWH-200-M-4-OH-Ind;O=C(c1cn(CCN2CCOCC2)c2c1c(O)ccc2)c1cccc2c1cccc2;673.82
Train;m872;JWH-201;c1(cn(c2c1cccc2)CCCCC)C(=O)Cc1ccc(cc1)OC;784.54
Train;m873;JWH-203;c1(cn(c2c1cccc2)CCCCC)C(=O)Cc1c(Cl)cccc1;830.36
Train;m874;JWH-210;c1(ccc(c2c1cccc2)C(=O)c1cn(c2c1cccc2)CCCCC)CC;911.3
Train;m875;JWH-250;c1ccc2c(c1)c(cn2CCCCC)C(=O)Cc1ccccc1OC;803.63
Train;m876;JWH-251;O=C(c1c2c(n(CCCCC)c1)cccc2)Cc1c(cccc1)C;828.07
Train;m877;JWH-302;O=C(c1c2c(n(CCCCC)c1)cccc2)Cc1cc(OC)ccc1;789.12
Train;m878;JWH-370;c1ccc(c2c1cccc2)C(=O)c1cn(c(c1)c1ccccc1C)CCCCC;925.81
Train;m879;JWH-398;c1ccc2c(c1)c(cn2CCCCC)C(=O)c1ccc(c2c1cccc2)Cl;914.36
Test;m880;JWH-412;c1ccc2c(c1)c(cn2CCCCC)C(=O)c1ccc(c2c1cccc2)F;875.41
Train;m881;Kavain;O1C(CC(=CC1=O)OC)/C=C/c1ccccc1;535.6
Train;m882;Ketamine;Clc1c(C2(NC)C(=O)CCCC2)cccc1;252.3
Train;m883;Ketazolam;C12(c3c(N(C(=O)CN1C(=O)C=C(O2)C)C)ccc(c3)Cl)c1ccccc1;647.85
Train;m884;Ketobemidone;O=C(C1(c2cc(O)ccc2)CCN(CC1)C)CC;225.57
Train;m885;Ketoprofen;OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C;551.64
Test;m886;Ketorolac;OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1;430.22
Train;m887;Ketotifen;s1c2c(C(=C3CCN(CC3)C)c3c(CC2=O)cccc3)cc1;323.31
Train;m888;Kresoxim-methyl;O(Cc1c(/C(=N\OC)/C(=O)OC)cccc1)c1c(cccc1)C;721.92
Test;m889;Labetalol;OC(CNC(CCc1ccccc1)C)c1cc(c(O)cc1)C(=O)N;338.59
Train;m890;Lacosamide;O=C(NCc1ccccc1)[C@H](NC(=O)C)COC;288.95
Train;m891;Lactofen;c1(C(=O)OC(C(=O)OCC)C)c(N(O)O)ccc(c1)Oc1c(cc(C(F)(F)F)cc1)Cl;828.07
Test;m892;Lamotrigine;Clc1c(c2nnc(nc2N)N)cccc1Cl;305.75
Train;m893;Laudanosine;O(c1cc2[C@@H](N(CCc2cc1OC)C)Cc1cc(OC)c(OC)cc1)C;259.93
Test;m894;Lenacil;O=c1n(c(=O)[nH]c2c1CCC2)C1CCCCC1;531.78
Test;m895;Leptophos;Brc1c(Cl)cc(OP(=S)(OC)c2ccccc2)c(Cl)c1;951.77
Test;m896;Lercanidipine;O(C(=O)C1=C(NC(=C(C1c1cc(N(O)O)ccc1)C(=O)OC)C)C)C(CN(CCC(c1ccccc1)c1ccccc1)C)(C)C;744.07
Train;m897;Letrozole;N#Cc1ccc(cc1)C(n1cncn1)c1ccc(cc1)C#N;383.64
Train;m898;Levamisol;C1CN2C(=N[C@H](C2)c2ccccc2)S1;181.28
Train;m899;Levetiracetam;O=C1N([C@H](C(=O)N)CC)CCC1;185.86
Train;m900;Levobunolol;O[C@H](COc1cccc2c1CCCC2=O)CNC(C)(C)C;269.86
Train;m901;Levocabastine;Fc1ccc([C@]2(CC[C@H](N3C[C@H]([C@@](c4ccccc4)(CC3)C(=O)O)C)CC2)C#N)cc1;430.98
Train;m902;Levomepromazine;S1c2c(N(c3c1cccc3)C[C@@H](CN(C)C)C)cc(OC)cc2;521.85
Train;m903;Levomepromazinesulfoxide;S1(=O)c2c(N(CC(CN(C)C)C)c3c1cccc3)cc(OC)cc2;356.91
Train;m904;Levopropylhexedrine;N([C@H](CC1CCCCC1)C)C;338.59
Train;m905;Lidocaine;O=C(Nc1c(cccc1C)C)CN(CC)CC;246.95
Train;m906;lincomycin;S([C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)[C@H](NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)[C@H](O)C)C;211.82
Train;m907;Linuron;CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C;610.43
Train;m908;Lisinopril;O=C(N1[C@@H](CCC1)C(=O)O)[C@@H](N[C@H](C(=O)O)CCc1ccccc1)CCCCN;204.19
Train;m909;Lisuride;c12N(C3C(=CC(NC(=O)N(CC)CC)CC3)c3c1c([nH]c2)ccc3)C;352.33
Test;m910;Lonazolac;Clc1ccc(c2nn(cc2CC(=O)O)c2ccccc2)cc1;692.14
Train;m911;Loratadine;C1(=C2CCN(CC2)C(=O)OCC)c2c(cc(cc2)Cl)CCc2c1nccc2;777.67
Test;m912;Lorazepam;C1(=NC(C(=O)Nc2c1cc(cc2)Cl)O)c1c(cccc1)Cl;538.65
Train;m913;Lormetazepam;c12C(=NC(C(=O)N(c1ccc(c2)Cl)C)O)c1c(cccc1)Cl;557.74
Train;m914;Lovastatin;O([C@@H]1[C@@H]2[C@H]([C@H](C=CC2=C[C@@H](C1)C)C)CC[C@H]1OC(=O)C[C@H](O)C1)C(=O)[C@H](CC)C;818.9
Train;m915;LSD;O=C(N(CC)CC)[C@H]1CN([C@H]2C(=C1)c1c3c(C2)c[nH]c3ccc1)C;318.73
Train;m916;LSD-OH (2-oxo-3-OH-LSD);c1cc2NC(=O)C3(C[C@@H]4C(=C[C@H](CN4C)C(=O)N(CC)CC)c(c1)c23)O;332.48
Test;m917;Lufenuron;Clc1c(OC(F)(F)C(F)C(F)(F)F)cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)c1;853.27
Train;m918;Lycopsamine;[C@@](C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)([C@@H](O)C)(C(C)C)O;178.99
Train;m919;M1 (Irgarol-descyclopropyl);c1(nc(nc(n1)N)SC)NC(C)(C)C;544
Train;m920;Mabuterol;OC(c1cc(Cl)c(c(c1)C(F)(F)F)N)CNC(C)(C)C;303.46
Train;m921;Malaoxon;S(P(=O)(OC)OC)C(C(=O)OCC)CC(=O)OCC;435.57
Train;m922;Malathion;S(P(=S)(OC)OC)C(C(=O)OCC)CC(=O)OCC;632.58
Train;m923;Maprotiline;CNCCCC12CCC(c3c1cccc3)c1c2cccc1;517.27
Train;m924;marbofloxacin;Fc1c(N2CCN(CC2)C)c2OCN(n3c2c(c(=O)c(c3)C(=O)O)c1)C;219.46
Train;m925;Mazindol Isomer 1;C1(N2C(=NCC2)c2c1cccc2)(c1ccc(cc1)Cl)O;340.88
Train;m926;MBDB;c12c(cc(cc1)CC(CC)NC)OCO2;256.11
Train;m927;MCPA-methylester;c1(c(cc(cc1)Cl)C)OCC(=O)OC;652.43
Test;m928;MCPB;OC(=O)CCCOc1ccc(cc1C)Cl;672.29
Train;m929;m-CPP;Clc1cccc(c1)N1CCNCC1;294.3
Test;m930;MDA;O1c2cc(CC(N)C)ccc2OC1;220.22
Train;m931;MDAI;C1C(Cc2c1cc1c(c2)OCO1)N;191.21
Train;m932;MDAT;NC1CCc2c(C1)cc1c(c2)OCO1;230.15
Train;m933;MDDMA;O1c2cc(CC(N(C)C)C)ccc2OC1;211.82
Test;m934;MDEA;O1c2cc(CC(NCC)C)ccc2OC1;235.5
Train;m935;MDMA;O1c2c(OC1)ccc(c2)CC(NC)C;219.46
Train;m936;MDPBP;CCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1;243.13
Train;m937;MDPPP;O=C(C(N1CCCC1)C)c1cc2OCOc2cc1;215.64
Train;m938;MDPV;C(=O)(C(CCC)N1CCCC1)c1ccc2c(c1)OCO2;295.82
Train;m939;Mebendazole;O=C(c1cc2nc([nH]c2cc1)NC(=O)OC)c1ccccc1;530.25
Train;m940;Mebeverine;O(c1c(OC)ccc(c1)C(=O)OCCCCN(C(Cc1ccc(OC)cc1)C)CC)C;418.77
Train;m941;Mecarbam;P(=S)(SCC(=O)N(C(=O)OCC)C)(OCC)OCC;676.11
Train;m942;Meclofenamic acid;c1(Nc2c(cccc2)C(=O)O)c(c(ccc1Cl)C)Cl;760.87
Train;m943;Meclozine;Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C;763.92
Train;m944;Mecoprop;OC(=O)C(Oc1ccc(cc1C)Cl)C;531.78
Train;m945;Mecoprop-methylester;O(c1c(cc(cc1)Cl)C)C(C(=O)OC)C;711.23
Train;m946;Medazepam;C1(=NCCN(c2c1cc(cc2)Cl)C)c1ccccc1;618.83
